UDI,Product ID,Type,air_temp,process_temp,rpm,torque,wear,failure,TWF,HDF,PWF,OSF,RNF,health_score,p_fail_composite,risk_OSF,risk_HDF,risk_PWF,risk_TWF,risk_RNF_baseline,osf_ratio_to_threshold,dominant_mode,dominant_mode_normalized_score
4483,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.079,none,0.0
4484,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,72.6,0.2741,0.0,0.273,0.0,0.0,0.001,0.128,HDF,0.273
4485,M19344,M,302.6,310.4,1451,43.1,35,0,0,0,0,0,0,47.3,0.5271,0.0,0.527,0.0,0.0,0.001,0.126,HDF,0.527
4486,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.123,none,0.0
4487,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.067,none,0.0
4488,L51667,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0,37.3,0.627,0.0,0.627,0.0,0.0,0.001,0.143,HDF,0.627
4489,M19348,M,302.5,310.4,1509,37.6,45,0,0,0,0,0,0,85.9,0.1409,0.0,0.14,0.0,0.0,0.001,0.141,HDF,0.14
4490,L51669,L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0,71.3,0.2874,0.0,0.287,0.0,0.0,0.001,0.175,HDF,0.287
4491,L51670,L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.092,none,0.0
4492,H33905,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0,19.3,0.8069,0.0,0.807,0.0,0.0,0.001,0.213,HDF,0.807
4493,M19352,M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0,26.6,0.7336,0.0,0.733,0.0,0.0,0.001,0.268,HDF,0.733
4494,L51673,L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,87.2,0.1275,0.0,0.127,0.0,0.0,0.001,0.206,HDF,0.127
4495,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.144,none,0.0
4496,L51675,L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.348,HDF,1.0
4497,M19356,M,302.5,310.4,1605,36.0,69,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.207,none,0.0
4498,L51677,L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0,95.2,0.0476,0.0,0.047,0.0,0.0,0.001,0.236,HDF,0.047
4499,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.205,none,0.0
4500,H33913,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.167,none,0.0
4501,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.276,none,0.0
4502,L51681,L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.422,HDF,1.0
4503,L51682,L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.226,none,0.0
4504,M19363,M,302.5,310.2,1751,30.5,90,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.229,none,0.0
4505,L51684,L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.267,none,0.0
4506,L51685,L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,30.6,0.6936,0.0,0.693,0.0,0.0,0.001,0.404,HDF,0.693
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,93.2,0.0676,0.0,0.067,0.0,0.0,0.001,0.296,HDF,0.067
4508,L51687,L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.289,none,0.0
4509,L51688,L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,30.6,0.6936,0.0,0.693,0.0,0.0,0.001,0.432,HDF,0.693
4510,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0,32.6,0.6737,0.0,0.673,0.0,0.0,0.001,0.413,HDF,0.673
4511,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,0.0,1.0,0.203,1.0,0.591,0.0,0.001,0.601,HDF,1.0
4512,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,49.3,0.5072,0.0,0.507,0.0,0.0,0.001,0.422,HDF,0.507
4513,M19372,M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,20.6,0.7935,0.0,0.793,0.0,0.0,0.001,0.454,HDF,0.793
4514,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.251,none,0.0
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,65.9,0.3407,0.0,0.34,0.0,0.0,0.001,0.378,HDF,0.34
4516,L51695,L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,22.7,0.7728,0.025,0.767,0.0,0.0,0.001,0.513,HDF,0.767
4517,L51696,L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.422,none,0.0
4518,L51697,L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0,93.2,0.0676,0.0,0.067,0.0,0.0,0.001,0.348,HDF,0.067
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,65.0,0.3502,0.024,0.333,0.0,0.0,0.001,0.512,HDF,0.333
4520,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.338,none,0.0
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,45.6,0.544,0.099,0.493,0.0,0.0,0.001,0.55,HDF,0.493
4522,L51701,L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.28,none,0.0
4523,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.236,none,0.0
4524,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,59.0,0.4096,0.179,0.28,0.0,0.0,0.001,0.59,HDF/OSF,0.28
4525,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,97.9,0.021,0.0,0.02,0.0,0.0,0.001,0.44,HDF,0.02
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,55.3,0.4472,0.0,0.447,0.0,0.0,0.001,0.489,HDF,0.447
4527,L51706,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,93.9,0.0609,0.0,0.06,0.0,0.0,0.001,0.497,HDF,0.06
4528,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0,0.0,1.0,0.097,1.0,0.0,0.0,0.001,0.548,HDF,1.0
4529,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0,79.9,0.2013,0.056,0.153,0.0,0.0,0.001,0.528,HDF/OSF,0.153
4530,M19389,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.426,none,0.0
4531,L51710,L,302.5,310.4,1487,42.0,152,0,0,0,0,0,0,59.8,0.4019,0.161,0.287,0.0,0.0,0.001,0.58,HDF/OSF,0.287
4532,L51711,L,302.5,310.5,1520,41.2,154,0,0,0,0,0,0,78.9,0.2108,0.154,0.067,0.0,0.0,0.001,0.577,OSF/HDF,0.154
4533,H33946,H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,27.8,0.7218,0.006,0.72,0.0,0.0,0.001,0.503,HDF,0.72
4534,M19393,M,302.4,310.3,1375,52.5,161,1,0,1,0,0,0,0.0,1.0,0.409,1.0,0.0,0.0,0.001,0.704,HDF,1.0
4535,L51714,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.417,none,0.0
4536,L51715,L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0,74.3,0.2567,0.093,0.18,0.0,0.0,0.001,0.546,HDF/OSF,0.18
4537,L51716,L,302.4,310.2,1351,45.1,168,1,0,1,0,0,0,0.0,1.0,0.378,1.0,0.0,0.0,0.001,0.689,HDF,1.0
4538,L51717,L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0,90.8,0.092,0.091,0.0,0.0,0.0,0.001,0.546,OSF,0.091
4539,L51718,L,302.4,310.3,1923,23.3,172,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.364,none,0.0
4540,L51719,L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0,96.8,0.0323,0.031,0.0,0.0,0.0,0.001,0.516,OSF,0.031
4541,M19400,M,302.5,310.4,1580,35.6,176,0,0,0,0,0,0,95.5,0.0452,0.044,0.0,0.0,0.0,0.001,0.522,OSF,0.044
4542,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0,14.9,0.8507,0.523,0.687,0.0,0.0,0.001,0.762,HDF,0.687
4543,M19402,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0,99.2,0.0077,0.0,0.0,0.0,0.007,0.001,0.493,TWF,0.017
4544,M19403,M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0,75.5,0.2451,0.224,0.0,0.0,0.027,0.001,0.612,OSF,0.224
4545,L51724,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0,0.0,1.0,0.873,1.0,0.0,0.047,0.001,0.937,HDF/OSF,1.0
4546,L51725,L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0,27.1,0.7286,0.478,0.447,0.0,0.06,0.001,0.739,OSF/HDF,0.478
4547,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0,18.9,0.8111,0.375,0.673,0.0,0.073,0.001,0.688,HDF,0.673
4548,M19407,M,302.5,310.4,1451,53.6,194,0,0,0,0,0,0,11.4,0.8856,0.733,0.527,0.0,0.093,0.001,0.867,OSF,0.733
4549,L51728,L,302.6,310.5,1511,37.2,197,0,0,0,0,0,0,51.6,0.4836,0.332,0.127,0.0,0.113,0.001,0.666,OSF/TWF,0.332
4550,L51729,L,302.6,310.6,1549,37.5,199,0,0,0,0,0,0,56.1,0.4388,0.357,0.0,0.0,0.127,0.001,0.678,OSF/TWF,0.357
4551,M19410,M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0,47.5,0.5248,0.347,0.153,0.0,0.14,0.001,0.673,TWF/OSF,0.35
4552,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,68.8,0.3119,0.146,0.04,0.0,0.16,0.001,0.573,TWF,0.4
4553,M19412,M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0,81.9,0.1808,0.0,0.0,0.0,0.18,0.001,0.392,TWF,0.45
4554,L51733,L,302.6,310.5,1461,45.4,0,0,0,0,0,0,0,53.9,0.4605,0.0,0.46,0.0,0.0,0.001,0.0,HDF,0.46
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.005,none,0.0
4556,L51735,L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.01,none,0.0
4557,M19416,M,302.7,310.6,1349,51.2,6,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.026,HDF,1.0
4558,L51737,L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.022,none,0.0
4559,L51738,L,302.7,310.7,1369,47.5,11,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.048,HDF,1.0
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,35.3,0.647,0.0,0.647,0.0,0.0,0.001,0.052,HDF,0.647
4561,L51740,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.057,none,0.0
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.05,none,0.0
4563,L51742,L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0,12.0,0.8801,0.0,0.88,0.0,0.0,0.001,0.1,HDF,0.88
4564,L51743,L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.038,none,0.0
4565,L51744,L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0,90.6,0.0942,0.0,0.093,0.0,0.0,0.001,0.083,HDF,0.093
4566,H33979,H,302.7,310.8,1275,55.0,25,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.106,HDF,1.0
4567,L51746,L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0,14.7,0.8535,0.0,0.853,0.0,0.0,0.001,0.138,HDF,0.853
4568,M19427,M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0,47.3,0.5271,0.0,0.527,0.0,0.0,0.001,0.119,HDF,0.527
4569,M19428,M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.105,none,0.0
4570,L51749,L,302.8,310.9,1636,35.0,38,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.121,none,0.0
4571,L51750,L,302.8,310.9,1312,52.2,40,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.19,HDF,1.0
4572,L51751,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.114,none,0.0
4573,M19432,M,302.9,311.0,1556,36.5,44,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.134,none,0.0
4574,H33987,H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0,37.3,0.627,0.0,0.627,0.0,0.0,0.001,0.157,HDF,0.627
4575,M19434,M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0,14.7,0.8535,0.0,0.853,0.0,0.0,0.001,0.176,HDF,0.853
4576,M19435,M,302.9,311.0,1437,49.9,55,0,0,0,0,0,0,38.0,0.6204,0.0,0.62,0.0,0.0,0.001,0.229,HDF,0.62
4577,M19436,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.105,none,0.0
4578,L51757,L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.131,none,0.0
4579,L51758,L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.187,none,0.0
4580,L51759,L,303.0,311.2,1374,48.2,65,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.285,HDF,1.0
4581,L51760,L,303.0,311.2,1494,37.0,67,0,0,0,0,0,0,75.9,0.2408,0.0,0.24,0.0,0.0,0.001,0.225,HDF,0.24
4582,L51761,L,303.0,311.2,1601,32.9,69,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.206,none,0.0
4583,L51762,L,302.9,311.2,1634,36.9,71,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.238,none,0.0
4584,M19443,M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0,57.9,0.4206,0.0,0.42,0.0,0.0,0.001,0.229,HDF,0.42
4585,L51764,L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.223,none,0.0
4586,L51765,L,302.8,311.1,1563,32.2,78,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.228,none,0.0
4587,L51766,L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0,10.0,0.9001,0.0,0.9,0.0,0.0,0.001,0.351,HDF,0.9
4588,M19447,M,302.8,311.0,1507,33.4,82,0,0,0,0,0,0,84.6,0.1542,0.0,0.153,0.0,0.0,0.001,0.228,HDF,0.153
4589,L51768,L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.297,none,0.0
4590,L51769,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.237,none,0.0
4591,L51770,L,302.8,311.1,1456,36.1,89,0,0,0,0,0,0,50.6,0.4938,0.0,0.493,0.0,0.0,0.001,0.292,HDF,0.493
4592,H34005,H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,83.5,0.1645,0.0,0.0,0.164,0.0,0.001,0.125,PWF,0.164
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.296,none,0.0
4594,L51773,L,303.0,311.2,1409,41.9,98,0,0,0,0,0,0,19.3,0.8069,0.0,0.807,0.0,0.0,0.001,0.373,HDF,0.807
4595,M19454,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0,4.7,0.9534,0.0,0.953,0.0,0.0,0.001,0.345,HDF,0.953
4596,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.377,HDF,0.467
4597,L51776,L,303.0,311.2,1361,47.6,106,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.459,HDF,1.0
4598,M19457,M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0,73.3,0.2674,0.0,0.267,0.0,0.0,0.001,0.387,HDF,0.267
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,12.7,0.8735,0.0,0.873,0.0,0.0,0.001,0.496,HDF,0.873
4600,L51779,L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0,22.7,0.7726,0.146,0.733,0.0,0.0,0.001,0.573,HDF,0.733
4601,L51780,L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.462,HDF,1.0
4602,M19461,M,303.0,311.1,1372,54.3,117,1,0,1,0,0,0,0.0,1.0,0.059,1.0,0.0,0.0,0.001,0.529,HDF,1.0
4603,M19462,M,303.0,311.0,1409,41.7,120,0,0,0,0,0,0,19.3,0.8069,0.0,0.807,0.0,0.0,0.001,0.417,HDF,0.807
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,11.6,0.8836,0.103,0.52,0.729,0.0,0.001,0.552,PWF,0.729
4605,L51784,L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.286,none,0.0
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,59.3,0.4073,0.0,0.407,0.0,0.0,0.001,0.487,HDF,0.407
4607,L51786,L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0,88.7,0.1128,0.112,0.0,0.0,0.0,0.001,0.556,OSF,0.112
4608,L51787,L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.252,none,0.0
4609,M19468,M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0,92.6,0.0743,0.0,0.073,0.0,0.0,0.001,0.44,HDF,0.073
4610,L51789,L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0,43.7,0.5627,0.136,0.493,0.0,0.0,0.001,0.568,HDF,0.493
4611,L51790,L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0,7.6,0.9241,0.186,0.907,0.0,0.0,0.001,0.593,HDF,0.907
4612,L51791,L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0,0.0,1.0,0.492,1.0,0.0,0.0,0.001,0.746,HDF,1.0
4613,L51792,L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0,58.1,0.4187,0.0,0.0,0.418,0.0,0.001,0.222,PWF,0.418
4614,L51793,L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,7.4,0.9259,0.516,0.847,0.0,0.0,0.001,0.758,HDF,0.847
4615,H34028,H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0,81.9,0.1808,0.0,0.18,0.0,0.0,0.001,0.433,HDF,0.18
4616,L51795,L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.418,none,0.0
4617,L51796,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.354,none,0.0
4618,M19477,M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.313,none,0.0
4619,M19478,M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0,0.0,1.0,0.465,1.0,0.0,0.0,0.001,0.733,HDF,1.0
4620,H34033,H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.253,none,0.0
4621,L51800,L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,0.0,1.0,0.645,1.0,0.0,0.0,0.001,0.822,HDF,1.0
4622,L51801,L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0,0.0,1.0,0.613,1.0,0.0,0.0,0.001,0.807,HDF,1.0
4623,M19482,M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,88.1,0.1192,0.094,0.027,0.0,0.0,0.001,0.547,OSF/HDF,0.094
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0,65.2,0.3478,0.325,0.033,0.0,0.0,0.001,0.662,OSF,0.325
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0,25.4,0.7462,0.201,0.68,0.0,0.007,0.001,0.6,HDF,0.68
4626,L51805,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0,40.0,0.5999,0.529,0.127,0.0,0.027,0.001,0.764,OSF,0.529
4627,L51806,L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0,95.2,0.0484,0.008,0.0,0.0,0.04,0.001,0.504,TWF,0.1
4628,M19487,M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0,73.9,0.2613,0.219,0.0,0.0,0.053,0.001,0.609,OSF/TWF,0.219
4629,M19488,M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0,77.0,0.23,0.168,0.0,0.0,0.073,0.001,0.584,TWF/OSF,0.183
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0,90.6,0.0942,0.0,0.0,0.0,0.093,0.001,0.46,TWF,0.233
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,89.2,0.1076,0.0,0.0,0.0,0.107,0.001,0.424,TWF,0.267
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0,0.7,0.9931,0.606,0.98,0.0,0.12,0.001,0.803,HDF,0.98
4633,M19492,M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0,0.0,1.0,0.79,1.0,0.0,0.133,0.001,0.895,HDF,1.0
4634,L51813,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0,0.2,0.9985,0.864,0.987,0.0,0.153,0.001,0.932,HDF/OSF,0.987
4635,L51814,L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0,72.2,0.2783,0.133,0.0,0.0,0.167,0.001,0.567,TWF,0.417
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,62.9,0.3706,0.232,0.0,0.0,0.18,0.001,0.616,TWF,0.45
4637,L51816,L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0,16.4,0.8359,0.642,0.427,0.0,0.2,0.001,0.821,OSF/TWF,0.642
4638,M19497,M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0,78.6,0.2141,0.0,0.0,0.0,0.213,0.001,0.436,TWF,0.533
4639,L51818,L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0,30.7,0.693,0.36,0.373,0.0,0.233,0.001,0.68,TWF,0.583
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0,56.1,0.4391,0.255,0.0,0.0,0.247,0.001,0.627,TWF,0.617
4641,L51820,L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0,10.9,0.8907,0.597,0.633,0.0,0.26,0.001,0.798,TWF/HDF,0.65
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,30.2,0.6976,0.452,0.24,0.0,0.273,0.001,0.726,TWF,0.683
4643,L51822,L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,0.0,1.0,1.0,1.0,0.0,0.307,0.001,1.122,OSF/HDF,1.0
4644,L51823,L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,0.0,1.0,1.0,1.0,0.0,0.32,0.001,1.123,OSF/HDF,1.0
4645,L51824,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0,16.5,0.8351,0.723,0.107,0.0,0.333,0.001,0.861,TWF/OSF,0.833
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,60.1,0.3994,0.08,0.0,0.0,0.347,0.001,0.54,TWF,0.867
4647,L51826,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0,2.1,0.9786,0.957,0.22,0.0,0.36,0.001,0.979,OSF/TWF,0.957
4648,L51827,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
4649,L51828,L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.006,none,0.0
4650,M19509,M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0,7.3,0.9268,0.0,0.9,0.267,0.0,0.001,0.02,HDF,0.9
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.019,none,0.0
4652,L51831,L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.001,0.042,HDF,1.0
4653,L51832,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0,48.0,0.5205,0.0,0.52,0.0,0.0,0.001,0.053,HDF,0.52
4654,M19513,M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.038,none,0.0
4655,M19514,M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0,86.6,0.1342,0.0,0.133,0.0,0.0,0.001,0.063,HDF,0.133
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.039,none,0.0
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.062,none,0.0
4658,L51837,L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.074,none,0.0
